,text,label
970,thank you to  for letting me test drive a car to the apple store. now lets hope that they can fix my phone!! #sxsw,Negative emotion
971,"on my way to ""ipad design headaches."" not sure it's bloggable, but i'm sure it will be interesting! #sxsw",Positive emotion
972,"not going to #sxsw ? doesnt matter, its not the only place giving away #apple products :)",No emotion toward brand or product
973,on my way to #sxsw has anyone seen any lines in the sxsw apple store? (still a bit early),No emotion toward brand or product
974,traveling to #sxsw with your ipad 1 is so 3102011,No emotion toward brand or product
975,on my way to #sxsw. but i forgot my ipad! #!! ( cleveland hopkins airport w 2 others),Positive emotion
976,"listening to a furby choir o.o #superhappydevhouse, #sxsw, #google",No emotion toward brand or product
977,"so talked to a googler & she said no, ""no new products at #sxsw"" but did point me at google social search",No emotion toward brand or product
978,my metric to determine the engagement of a #sxsw session? ipad battery drained. using 9  in session no. 1,No emotion toward brand or product
979,"who wants to do a song,lets work. 
google me mr 285 #sxsw",No emotion toward brand or product
980,listening to folks around the world making iphone music with smule's ocarina  played zelda theme #sxsw-i,No emotion toward brand or product
981,"according to google's marissa mayer, future of location: augmented reality, contextual discovery, making smartphones smarter. #sxsw #fb",No emotion toward brand or product
982,listening to google q&a. with what she is saying i see yelp and other services going to die... #sxsw so far interesting,Positive emotion
983,listening to google's marissa mayer discuss new products including google hotpot - watch out yelp!  #sxsw,Positive emotion
984,listening to google's nadya direkova on using game mechanics to create user engagement in social web apps.  #sxsw,No emotion toward brand or product
985,"reactions to google circles news so far range from ""not again"" to ""please rescue me from the facebook.""  #sxsw",No emotion toward brand or product
986,flipboard to launch iphone app later this year  via  #sxsw,No emotion toward brand or product
987,"according to marissa mayer, 40 of google maps usage is mobile. #sxsw",No emotion toward brand or product
988,listening to marissa mayer's sales shpeal on google everything #hotwhat? #sxsw,No emotion toward brand or product
989,"listening to marissa meyer, head of google social get grilled about jc penney lol #sxsw",No emotion toward brand or product
990,"apple set to open 'popup shop' in austin for #sxsw. rimhp r going to lease stores next door,put up coming soon signs",No emotion toward brand or product
991,apple set to open 5000 sqft. pop up store on congress ave. during #sxsw,No emotion toward brand or product
992,apple set to open a pop-up shop at the #sxsw interactive conference.  #apple #ipad2 #marketing #media,No emotion toward brand or product
993,apple set to open popoup shop in austin at #sxsw,No emotion toward brand or product
994,apple set to open popup shop in austin (6th & con) for sxsw  via  #sxsw #sxswprsa #prsa,No emotion toward brand or product
995,apple set to open popup shop in core of #sxsw action   aapl,No emotion toward brand or product
996,apple set to open popup shop in core of sxsw action  - they're going to sell ipad2 at #sxsw!,Positive emotion
997,apple set to open popup shop in core of sxsw action  #sxsw #apple: apple set to open popup sh...,No emotion toward brand or product
998,apple set to open popup shop in core of sxsw action. leases downtown space during festival  #sxsw #apple #austin,No emotion toward brand or product
999,great way to prep! rt  download 20 free tracks from #sxsw music sampler available on,No emotion toward brand or product
1000,expecting to see a flood of shiny new ipad2's today  line at apple store was around the block #sxsw,Positive emotion
1001,"so we get to see google fail at social on another day rt  okay, no google circles debuting at #sxsw today",Negative emotion
1002,listening to some australian knob (celebrity journalist) shoot (and re-shoot and re-shoot) his iphone vid about meeting the celebs at #sxsw,No emotion toward brand or product
1003,"listening to some google marketers speak. based on the crowd and what they're all holding, steve jobs is wealthier than i thought. #sxsw",No emotion toward brand or product
1004,google vp to speak. the topic: 10 quick steps to owning everything in the world. #sxsw,No emotion toward brand or product
1005,it's easy to spot the ipad 2 here at #sxsw from a distance: the majority of them have white screen bezels.,No emotion toward brand or product
1006,on my way to the apple store to upgrade my pager.  #sxsw,No emotion toward brand or product
1007,listening to the developer of the netflix app for iphone talk about mistakes he made on the ap. interesting stuff! #sxsw,No emotion toward brand or product
1008,listening to the official #sxsw mixtape:,No emotion toward brand or product
1009,switching to the office ipad for this next session on flipboard: gamechanger or passing fad ( should like this one) #sxsw,No emotion toward brand or product
1010,come over to the tech cocktail event tonight to check out our mobile smackdown event! #sxsw #iphone #android #windowsphone,No emotion toward brand or product
1011,"listening to twit live  #sxsw. also went to boxee keg party, google robots event, saw tim ferris speak, checked out ebay hackathon!",Positive emotion
1012,i'm going to wait for the #ipad 4. you know its going to be better than the ipad 2. #sxsw,Positive emotion
1013,"available today,  mobile apps for #iphone #android #blackberry and #windowsmobile w facebook. more info:  #sxsw",No emotion toward brand or product
1014,"""i'm too fond of my ipad."" -  #sxswi #sxsw",Positive emotion
1015,social is too important for #google to screw up with a big launch circus  #socialmedia #sxsw,No emotion toward brand or product
1016,"check out touching stories: designing digital magazines for the ipad at sxsw.
 #sxsw",No emotion toward brand or product
1017,#futuremf trajan: google has destroyed the title tag - websites seo them. open graph protocol added a clean title tag instead #sxsw,Negative emotion
1018,some free tunes from a few of this year's #sxsw artists,No emotion toward brand or product
1019,attending tv  new media  formula for success at #sxsw. seeing a lot of ipad 2's around here.,Positive emotion
1020,apple has two austin stores but until this week no downtown presence. that changes with an #sxsw popup store  #pcbuzz,No emotion toward brand or product
1021,apple has two austin-area retail locations but in anticipation of all the gadget ...  #ipad #sxsw #gadgets,No emotion toward brand or product
1022,do i know u? why u selling to me! weve never talked. i now hate your product! rt  check out heyo 4 iphone #sxsw #sxswi,Negative emotion
1023,google to unveil new social platform circles that groups peeps by relevance #sxsw,No emotion toward brand or product
1024,apple pop up store... line is ridic. #sxsw,Negative emotion
1025,def could use an ipad for  #sxsw today. tweeting via iphone sorta pretty much sux.,Negative emotion
1026,you won't use glasses? lies. lies. it's a phone on your face people. it's a handsfree connection. think apple. #sxsw #arsxsw,No emotion toward brand or product
1027,"i want to use this video in my #sxsw talk today, but need to be able to download it to my ipad. do you know how?",No emotion toward brand or product
1028,used  's  ipad app as an example of good navigation! #uxdes #sxsw,Positive emotion
1029,is anyone using google checkins thru latitude? #sxsw,No emotion toward brand or product
1030,"argh, the ux meet up is at the exact same time as the iphone dev meetup. where is my clone? #sxsw",No emotion toward brand or product
1031,they have very little need for parents anymore comment on child playing with ipad  #connectedbrands #sxsw,Positive emotion
1032,"video interview with  &  at #sxsw ""google deals""",No emotion toward brand or product
1033,took some video on ipad 2 on 6th street. the smart cover is rad. filming on the huge display is nuts. looks great on playback. #sxsw,Positive emotion
1034,"sweet tea vodka out of a glowstick cup doesn't scream ""google"" to me, but it is baller.  #sxsw",No emotion toward brand or product
1035,my ipad 2 vs android panel starts at 330 at radisson. bloody mary starts now! #sxsw,No emotion toward brand or product
1036,"dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..rt  ""the revolution will be clumsily translated by google.""",Negative emotion
